Error,Word
ছ া ত ্ ত ্ র ল ে য় া গ ু এ র,ছ া ত ্ র ল ী গ ে র
ক খ ন ও,ক খ ন ো
ব ে থ া,ব ্ য থ া
ব ু ল ে,ভ ু ল ে
অ ন া র া,ও ন া র া
স ি স ি ত ি ভ ি,স ি স ি ট ি ভ ি
স ু ত ্ র ে ই,স ূ ত ্ র ে ই
ক া ম ্ প ু স,ক ্ য া ম ্ প া স
উ চ ্ ছ া র ি ত,উ চ ্ চ া র ি ত
অ স ্ ত ্ র ে ল ি য় া ন ্ র া,অ স ্ ট ্ র ে ল ি য় া ন র া
জ ন গ ন,জ ন গ ণ
প ন ্ ন,প ণ ্ য ে
ভ া স া ই য়,ভ া ষ া য়
ই এ ক ্ স ে র,আ ই এ স ে র
ব ি দ ্ দ ু ত,ব ি দ ্ য ু ৎ
প া হ া র ে,প া হ া ড় ে
চ য়,ছ য়
প ু র ি য় ে,প ু ড় ি য় ে
শ া স,শ ্ ব া স
আ ব দ া ন ে র,অ ব দ া ন ে র
প র ি জ ন ্ দ ে র,প র ি জ ন দ ে র
প ে র ন,প ্ র ে র ণ
ম ত া য় ে ন ে ও,ম ো ত া য় ে ন ও
আ ক ্ র া ন,আ ক ্ র া ন ্ ত
স স ্ ট ি,স ষ ্ ট ি
উ ড ্ ড ড ্ ড ী ন,উ দ ্ দ ি ন
স া ম য় ি ক ি ত ে,স া ম য় ি ক ী ত ে
স া ম ্ প ্ র দ ি ক,স া ম ্ প ্ র ত ি ক
ল ো র া ই,ল ড় া ই
ল া ই ব ্ র ে র ী ত ি,ল া ই ব ্ র ে র ী ট ি
ব ি দ ্ দ ু ত ে র,ব ি দ ্ য ু ত ে র
ত া র ি ক,ত া র ি খ
শ ি ঙ ্ খ ল া র,শ ৃ ঙ ্ খ ল া র
ম ন ্ দ ল ে,ম ণ ্ ড ল ে
ম ্ র ি দ ু,ম ৃ দ ু
ন ে ত ি ব া ছ ক,ন ে ত ি ব া চ ক
র য় ে র,র য ় ে র
আ ই ত া,এ ট া ই
জ য় ে স,জ য় ে শ
হ ে ন স ্ থ া,হ ে ন স ্ ত া
আ ফ ্ র ি চ া,আ ফ ্ র ি ক া
দ ু ই ট ি,দ ু ট ি
ব ে ত া ক র ্ ম ী,ন ে ত া ক র ্ ম ী
র ন ত র ি,র ণ ত র ী
ক ে ম ্ প ে র,ক ্ য া ম ্ প ে র
প র ি খ া,প র ী ক ্ ষ া
ব া র ি য় ে ছ ে,ব া ড় ি য় ে ছ ে
ত ি এ স স ি র,ট ি এ স স ি র
ত দ ন ত,ত দ ন ্ ত
ব ি জ ্ ঞ া প ন ্ ত ি ত ে,ব ি জ ্ ঞ া প ন ট ি ত ে
স ত ন ্ ত ্ র,স ্ ব ত ন ্ ত ্ র
ছ ে য় ে,ছ ে ড় ে
এ ক দ ম,এ ক দ ল
ভ া র শ া ম ্ ম হ ি ন,ভ া র স া ম ্ য হ ী ন
গ দ া উ ন,গ ো ড া উ ন
ভ ব ি স ্ য ট,ভ ব ি ষ ্ য ৎ
ক এ ক ব া র,ক য় ে ক ব া র
আ ব া ব ্ র,আ ব া র
ফ ল া ফ ল,ফ ল া ফ ল ক ে
ব ল চ ে ন,ব ল ে ছ ে ন
শ স ্ থ া র,স ং স ্ থ া র
শ র ব শ ে শ,স র ্ ব শ ে ষ
ম া ত ্ র ি ত ক া ল ি ন,ম া ত ৃ ত ্ ব ক া ল ী ন
এ খ া ন,এ খ ন
প র ব ত া র হ ন ে র,প র ্ ব ত া র ো হ ণ ে র
উ গ ্ র প ন ্ থ ি,উ গ ্ র প ন ্ থ ী
জ গ স ু ত ্ র,য ো গ স ূ ত ্ র
অ ল শ,অ ল স
স ক ্ ষ ম ট া,স ক ্ ষ ম ত া
হ া ই ভ ো ল ট ে জ,হ া ই ভ ো ল ্ ট ে জ
ব র ্ গ ্ ম ি ট া র,ব র ্ গ ম ি ট া র
ক ে ন ্ দ ি য়,ক ে ন ্ দ ্ র ী য়
র ে ত ি ন,র ে ট ি ং ও
স ্ ট ে ষ ন ে,স ্ ট ে শ ন ে
ই ন ্ ত ে র ভ ি ও,ই ন ্ ট া র ভ ি উ
ব ি ষ ে র,ব ি শ ে ষ
র ি ম া ন ্ দ,র ি ম া ন ্ ড
ব ি ক া ল ে,ব ি ক ে ল ে
ব ঝ া ব ু ঝ ি,ব ো ঝ া ব ু ঝ ি
ব া ং ল া দ ে শ ি র া,ব া ং ল া দ ে শ ী র া
এ ম ্ ন ভ া ব ে,এ ম ন ভ া ব ে
স ং ব ্ ধ ন া,স ং ব র ্ ধ ন া
প ু র ন,প ূ র ্ ণ
ত য় ল ে ত,ট য় ল ে ট
ন ি চ ্ চ ে ন,ন ি চ ্ ছ ে ন
প ্ র ত ি শ ্ ত া,প ্ র ত ি ষ ্ ঠ া
প ্ র ন ে ত া,প ্ র ণ ে ত া
হ া ম ্ ল া ক া র ি দ ে র,হ া ম ল া ক া র ী দ ে র
প ্ র ন য় ন,প ্ র ণ য় ন
উ র ধ া র ে র,উ দ ্ ধ া র ে র
ক ছ,ক ো চ
অ র ধ ে ক ে র,অ র ্ ধ ে ক ে র
শ ি খ ক ে র,শ ি ক ্ ষ ক ে র
ত া স ্ ল ি ম া,ত স ল ি ম া
প ো ল,প ে ল
ম ু খ ্ য ম ন ্ ত ্ র ী,ম ু খ ্ য ম ন ্ ত ্ র ী র
ল ক ্ ষ ে র,ল ক ্ ষ ্ য ে র
ম া র ি য় া,ম র ি য় া
ব া স া এ,ব া স া য়
ব ক ্ ত ব ্ ব,ব ক ্ ত ব ্ য
ঐ ত ি হ ্ য ব া হ ি,ঐ ত ি হ ্ য ব া হ ী
ক ো ন,ক ো ন ো
ন ি র দ ে শ ন া য়,ন ি র ্ দ ে শ ন া য়
ব ে ত ি ং,ব ্ য া ট ি ং
প ড় ো ড ী,প ্ র ত ি দ ্ ব ন ্ দ ্ ব ি ত া য়
ই ন ্ স ি ট ি উ ট,ই ন ্ স ট ি ট ি উ ট
ভ া ব ে ন ্ ন ি,ভ া ব ে ন ন ি
শ া ব ে ক,স া ব ে ক
জ ন প ্ র ত ি ন ি দ ি,জ ন প ্ র ত ি ন ি ধ ি
চ ি র ি য় া খ া ন া য়,চ ি ড় ি য় া খ া ন া য়
ব ্ ল ব ে,ব ল ব ে
চ া র ত া,চ া র ট া
এ ক শ া থ ে,এ ক স া থ ে
প ্ র ি ক ্ ষ া ও,প র ী ক ্ ষ া ও
আ ক া উ ন ্ ত ে র,অ ্ য া ক া উ ন ্ ট ে র
ব ি ন ি য় ো গ ক া র ি র া,ব ি ন ি য় ো গ ক া র ী র া
প ্ র া র থ ি,প ্ র া র ্ থ ী
ক া ত ছ ে,ক া ট ছ ে
প ্ র ি ভ া ত ে র,প ্ র া ই ভ ে ট ে র
ম ি ত ি ং,ম ি ট ি ং
দ ই ক ে,দ ি ক ে
দ ি ণ,দ ি ন
উ প ে দ ে শ দ া ত া,উ প দ ে শ দ া ত া
ব ল ে চ ে ন,ব ল ে ছ ে ন
স ্ ক ্ ল া র ষ ি প ে র,স ্ ক ল া র শ ি প ে র
স ্ র ম,শ ্ র ম
ভ ত ্ র ি,ভ র ্ ত ি
৩ ৪ ১ ত ি,৩ ৪ ১ ট ি
চ া শ,চ া ষ
ন ি শ প ্ ত ত ি,ন ি ষ ্ প ত ্ ত ি
ঊ ই ল ি য় া ম স,উ ই ল ি য় া ম স
অ প ্ র া ধ ি র া,অ প র া ধ ী র া
ঘ র,ঘ ো র
ব ্ র ি হ শ প ত ি ব া র,ব ৃ হ ম ্ প ত ি ব া র
জ া চ স ে,য া চ ্ ছ ে
থ ে ক ে,থ া ক ে
ন ি শ ্ ছ ি ত,ন ি শ ্ চ ি ত
ব ি র ো ধ ি দ ে র,ব ি র ো ধ ী দ ে র
ব া প ক,ব ্ য া প ক
স ে স ঙ ্ গ ে,স ে ই স ঙ ্ গ ে
ব ি শ ্ ল ে শ ক ্ র া,ব ি শ ্ ল ে ষ ক ে র া
ম ে ত ে ক ে,ম ে য় ে
ক ু র া চ ্ ছ ে ন,ক ু ড় া চ ্ ছ ে ন
ঈ ম া ম,ই ম া ম
আ হ ব া ন ে,আ হ ্ ব া ন ে
খ ে প ে,ক ্ ষ ে প ে
ত ্ র া ম ্ প ে র,ট ্ র া ম ্ প ে র
উ ল ত,উ ল ্ ট ো
প র ক ল ্ প ত ই,প ্ র ক ল ্ প ট ি
প শ ্ ন ে র,প ্ র শ ্ ন ে র
স ঙ ব র ধ ন া ও,স ং ব র ্ ধ ন া ও
ক এ ক জ ন,ক য ় ে ক জ ন
দ ে শ ু ই,দ ে শ ি
জ ি ব ন,জ ী ব ন
এ ক ি ধ ি ক,এ ক া ধ ি ক
ম ৃ ত,ম ৃ ত ্ য ু
স া র ক ু ল া র ে র,স া র ্ ক ু ল া র ে র
হ ি ত ে র,হ ি ট ে র
ন া ই,ন ে ই
ন ি উ জ ি ল ে ন ্ দ ে,ন ি উ জ ় ি ল ্ য া ন ্ ড ে
ব ি ষ য় ে,ব ি ষ য ় ে
জ া ন ি য় ে ছ ে,জ া ন ি য় ে ছ ে ন
এ দ ে ষ ে র,এ দ ে শ ে র
ম া হ ্ ম ু দ ু ল,ম া হ ম ু দ ু ল
হ স চ ে,হ চ ্ ছ ে
ক র ে হ ে,ক র ে ছ ে
উ ন য় ন,উ ন ্ ন য় ন ে
অ স স ি ক ্ র ি ত ি,অ স ্ ব ী ক ৃ ত ি
ব ো শ ট ড় ক ো ল,ব স ্ ত ্ র ক ল
প া ও া য় া,প া ও য় া
আ গ চ ্ ছ ে,এ গ ো চ ্ ছ ে
ম ধ ব ি ত ্ ত,ম ধ ্ য ব ি ত ্ ত
হ স া ন ক ে,হ ো স ে ন ক ে
চ,স ি
শ ি ক ্ ষ া র থ ি র া,শ ি ক ্ ষ া র ্ থ ী র া
ম ন ো য ো গ,ম ন য ো গ
এ র প র ে ই,এ র প র ই
দ ি য় ে ছ ে,দ ি য় ে ছ ি
স ি ক ্ ক ক,শ ি ক ্ ষ ক
প র ি চ া ল ত,প র ি চ া ল ি ত
ব ি ল ি ও ন,ব ি ল ি য় ন
দ ে ল ি ভ া র ি ত ে,ড ে ল ি ভ া র ি ত ে
জ ন স া র থ ে,জ ন স ্ ব া র ্ থ ে
ম ো ম ে ন ো,ম ো ম ে ন ও
জ া ম া ত স ্ থ ল ে,জ া ম া ত স ্ থ ল
স ্ ত প ত ি,স ্ থ প ত ি
ন ই র া জ ্ জ ক র,ন ৈ র া জ ্ য ক র
স ত ্ ত ে ও,স ত ্ ত ্ ব ে ও
স র ক া র ে র,স র ক া র ক ে
ফ া স,ফ া ঁ স
প ু জ া,প ূ জ া
প ি ঙ ্ ক ে,প ি ং ক ে
ব া র ট ি,ব া ড় ত ি
আ ড় া,আ র া
স ম স শ া,স ম স ্ য া
ব ৃ ষ ত ি প া ত,ব ৃ ষ ্ ট ি প া ত
প ্ র া থ ম ি ভ া ব ে,প ্ র া থ ম ি ক ভ া ব ে
স ি ক া র,স ্ ব ী ক া র
ব ি জ য় ি দ ে র,ব ি জ য় ী দ ে র
শ ু ন ্ ন ে ন,শ ু ন ্ য ন
স ে ন া ব া হ ি ন ি ক ে,স ে ন া ব া হ ি ন ী ক ে
স া ক ি ব ্ দ ে র,স া ক ি ব দ ে র
প ্ র ই,প ্ র ত ি
ত ি ক ি ত,ট ি ক ি ট
ব ্ য া ঙ ্ গ ে র,ব ্ য া ঙ ে র
ব ি স য় ক,ব ি ষ য ় ক
দ ক ্ ষ ল,দ খ ল
ক থ ি,ক থ া ই
প ্ র ত ি ব া দ,প ্ র ত ি ব া দ ও
স ি শ,শ ী ষ
স ত ্ ত ক ে,স ত ্ য ক ে
প া হ া র ত ি র,প া হ া ড় ট ি র
ল ক ্ ষ ব স ্ ত ু,ল ক ্ ষ ্ য ব স ্ ত ু
ছ া ত ্ র ছ ত ্ র ি দ ে র,ছ া ত ্ র ছ া ত ্ র ী দ ে র
আ ল ্ ম া র ি র,আ ল ম া র ী র
ম দ ্ ধ ে,ম ধ ্ য ে
অ ন ু স ্ থ া ন ে,অ ন ু ষ ্ ঠ া ন
ফ ে ক ্ ত র ি ত ে,ফ ্ য া ক ্ ট র ি ত ে
ন া ম ে র,ন া ম ে
ক র ে য় ট ি,ক য ় ে ক ট ি
র হ া ম ্ ন,র হ ম া ন
ম া ঞ ্ চ ি ত ্ র ক ে,ম া ন চ ি ত ্ র ক ে
আ হ া ত,আ হ ত
ম ি ন ্ দ া ন া ও য় া র ে র,ম ি ন ্ দ া ন া ও য় ে র
স ত া ব ্ দ ি ত ে,শ ত া ব ্ দ ী ত ে
ই ম া ম,ই ম া ক ে
অ র থ ব ছ র ে,অ র ্ থ ব ছ র ে
গ ে চ স ে,গ ে ছ ে
চ ে স ্ ত া,চ ে ষ ্ ট া
র ি ন ি,ত ি ন ি
উ দ ্ দ ে গ জ ন ক,উ দ ্ ব ে গ জ ন ক
ছ ি ল ে ন,ছ ি ল
প উ ছ া ত ে,প ে ৗ ঁ ছ া ত ে
স শ ্ ত হ,ষ ষ ্ ঠ
ব ই ক ি,ব ৈ ক ি
ব ি চ ু র ্ ন,ব ি চ ূ র ্ ণ
ম ই ত ্ র ি র,ম ৈ ত ্ র ী র
শ ত া ন শ,শ ত া ং শ
ম হ স ি ন,ম ু হ স ী ন
দ ে ম চ ্ র া ত ্ র া,ড ে ম ো ক ্ র ্ য া ট র া
জ ু দ ্ ধ ে র,য ু দ ্ ধ ে র
স া হ া জ,স া হ া য ্ য
ক ল ে প ি থ ে,ক ো ল ে প ি ঠ ে
অ জ া ন া,আ জ া ন
দ ু জ ন ী,দ ু জ ন ই
স হ ক র ম ি র া,স হ ক র ্ ম ী র া
ত ো হ ো ব ি ল,ত হ ব ি ল
প ক ্ ষ ে র,প ক ্ ষ ে র ও
স ী ম া ন ্ ত ব র ্ ত ি,স ী ম া ন ্ ত ব র ্ ত ী
হ া ম ্ ল া ক া র ি,হ া ম ল া ক া র ী
ব ে প র য় া,ব ে প র ো য় া
ক ম া ন ্ দ া র,ক ম া ন ্ ড া র
প া চ জ ন,প া ঁ চ জ ন
ক ং র ে স স,ক ং গ ্ র ে স
ম া ন ু শ,ম া ন ু ু ষ
ল ি ভ ে র র,ল ি ভ া র ে র
ছ ি ত শ ক,চ ি ক ি ৎ স ক
স া র থ,স ্ ব া র ্ থ
শ র ব ন ি ম ্ ন ে,স র ্ ব ন ি ম ্ ন ে
ব ত ্ ত া চ া র জ ে র,ভ ট ্ ট া চ া র ্ য ে র
স ং স ্ ক ্ র ি ত ি ত ে,স ং স ্ ক ৃ ত ত ে
ব ছ র,ব ছ র ে
ক ্ র ি ত জ ্ ঞ ত া,ক ৃ ত জ ্ ঞ ত া
দ ু র ঘ ত ন া য়,দ ু র ্ ঘ ট ন া য ়
গ ন ম া দ ্ ধ ম,গ ণ ম া ধ ্ য ম
ই ন ্ স ত ি ত ু ত ি ত ে র,ই ন স ্ ট ি ট ি উ ট ে র
স ম স ্ য া,স ম স ্ য া ই
অ ন ্ ন ভ া ব ে,অ ন ্ য ভ া ব ে
ক া ত া ই,ক া ট া য়
অ স া ম া,ও স া ম া
স ন া দ ি য় া,স ো ন া দ ি য় া
ট য় ল ে ত ্ র ি জ ে র,ট য় ল ে ট ্ র ি জ ে র
শ ু ক ্ র র,শ ু র ু র
অ ঞ ্ ছ ল ে,অ ঞ ্ চ ল ে
শ র ন া ম,শ ি র ো ন া ম
ন ি র ভ া ছ ন ে,ন ি র ্ ব া চ ন ে
প া উ য় া,প া ও য় া
ঘ ল া,ঘ ো ল া
ত া র,ত া র া
ব ে র া চ ্ চ ে ন,ব ে ড় া চ ্ ছ ে ন
হ ি য় ন া,হ য় ন া
প ণ ্ য র,প ণ ্ য ে র
ম র,ম ো র
দ ো শ ি ক ে,দ ো ষ ী ক ে
ম ি শ ে ধ া জ ্ ঞ া,ন ি ষ ে ধ া জ ্ ঞ া
ব ল ে ছ ে ন,ব ল ে ছ ে
প ত ্ ন ি,প ত ্ ন ী
ম ধ ো ও,ম ধ ্ য ে ও
ন ে ত া ক র ম ি দ ে র,ন ে ত া ক র ্ ম ী দ ে র
র ম ্ র ম া,র ম র ম া
ম া ঙ ্ ক র ি ং,ম া ন ক ড ় ি ং
৬ ত া,৬ ট া
ঊ প দ ্ র ু প ে র,উ প দ ্ র ু ব ে র
ব া ং ক ্ ল া দ ে শ ক ে,ব া ং ল া দ ে শ ক ে
ম ে ছ,ম ্ য া চ
ম উ স ু ম ে,ম ৌ স ু ম ে
ভ এ ল ে,ভ ে ল ে
ব শ ব া শ,ব স ব া স
উ ত শ ু ক,উ ৎ স ু ক
গ র ব ি ত,গ র ্ ব ি ত
ছ ি ক ি ত স া,চ ি ক ি ৎ স া
এ ক ্ ট া ই,এ ক ট া ই
ম ্ র ি ত ্ ত ু ত ে,ম ু ত ্ য ু ত ে
শ ু দ ্ দ,শ ু দ ্ ধ
ম ো ত া ম ু ত ি ভ া ব ে,ম ো ট া ম ু ট ি ভ া ব ে
ও য় ি চ ক ে ত,উ ই ক ে ট
ব ি শ শ ব ি দ ্ দ া ল য়,ব ি শ ্ ব ব ি দ ্ য া ল য়
এ ফ ে চ ত,এ ফ ে ক ্ ট
ক স ্ ত গ া র দ ে র,ক ো স ্ ট গ া র ্ ড ে র
স া ব ি ত া ক ে,স ব ি ত া ক ে
প ্ র ত ী ত ি,প ্ র ত ি ট ি
ম ে ই ল,ম া ই ল
ভ ক া ল,ভ ো ক া ল
দ া ব ি র,ঢ া ব ি র
ম ু খ ্ র চ ক,ম ু খ র ো চ ক
দ ্ র ে জ া র ে,ড ্ র ে জ া র ে
হ া ত ু র ি স ি ঙ ্ ঘ ে র,হ া থ ু র ু স ি ং হ ে র
প ু র া ক ৃ র ত ি,প ু র া ক ৃ র ্ ত ী
ব ি য় া র ত ি এ,ব ি আ র ট ি এ
শ ং শ ্ ত া হ,স ং স ্ থ া
হ য় ে ছ ন,হ য় ে ছ ে ন
ধ া র জ,ধ া র ্ য ্ য
দ া ও,দ া উ
শ ে য় া র,স া ড় ে
