,gt_x,gt_y,diff
8553,এইসব খবর ভারতের $কোন$ $দৈনিককাগজ$ আসে $কিনা$ আমার সন্দেহ$$$?$,এইসব খবর ভারতের $কোন$ $দৈনিককাগজ$ আসে $কিনা$ আমার সন্দেহ$?$,True
8594,মেহেদী হাজার খুঁজেও তার এই প্রশ্নের উত্তর মেলাতে পারে$$না।,মেহেদী হাজার খুঁজেও তার এই প্রশ্নের উত্তর মেলাতে $পারেনা$।,True
8618,$শহর বুকে$ বিকেল মানে ব্যস্ত দোকানপাট$$$$শিশুর কাছে বিকেল মানেই একটা খেলার মাঠ।,$শহর বুকে$ বিকেল মানে ব্যস্ত দোকানপাট$$শিশুর কাছে বিকেল মানেই একটা খেলার মাঠ।,True
8637,পৃথিবীটা বাঁচবে ততদিন যতদিন মানুষেরা থাকবে বেঁচে$$ হাওড় বাঁচাও$$ মানুষ বাঁচাও$$$$গবাদি পশু মানবিকতা$$ শব্দটাও বাঁচাও।,পৃথিবীটা বাঁচবে ততদিন যতদিন মানুষেরা থাকবে বেঁচে$$ হাওড় বাঁচাও$$ মানুষ $বাঁচাওগবাদি$ পশু মানবিকতা$$ শব্দটাও বাঁচাও।,True
8670,$চুতম্রানি$$$ আইডির জন্যে ক্ষমা চাইলি তবুও$$,$চুতম্রানি$ আইডির জন্যে ক্ষমা চাইলি তবুও$$,True
8682,"একদিন নদীতে নায়িকা সানিলিওন গোসল করতে নেমেছে$,,,,,,,,,,,,,,,,,,,,,....,$এই তো আপনার মনোযোগ দৃষ্টি $আর্কশনকরতে$ পেরেছি$$ '$হ্যা ভাই হ্যা$' ৩০০টাকার এনার্জি লাইট $এখম$ মাত্র ১০০ টাকা! সাথে পাচ্ছেন ৬ মাসের গ্যারান্টি $শুধু$ মাত্র $কোম্পানি$ প্রচারের জন্য$!।","একদিন নদীতে নায়িকা সানিলিওন গোসল করতে নেমেছে$,,,,,,,,,,,,,,,,,,,,,....,$এই তো আপনার মনোযোগ দৃষ্টি $আর্কশনকরতে$ পেরেছি$$ '$হ্যা$ ভাই $হ্যা$$'$ ৩০০টাকার এনার্জি লাইট $এখম$ মাত্র ১০০ টাকা! সাথে পাচ্ছেন ৬ মাসের গ্যারান্টি $শুধু$ মাত্র $কোম্পানি$ প্রচারের জন্য$!।$$$",True
8789,"তোমার বাবা $এক জন$ $ইসলাম বিরুধী$  লোক তার উপর তোমার এমন কথা$,,,,$ সাধারণ মানুষ যে তোমার ক্ষতি করেনি এর জন্য তুমি শুকরিয়া জানাও$,,,,$এটা একটা ইসলামিক রাষ্ট্র$$ এখানে কথা বলতে হলে অনেক চিন্তা করে বলবে কারণ আমরা সবাই আমাদের $ধর্ম কে$ এবং ধর্মের সমস্ত কথাকে বুকে ধারণ করে $বেছে$ থাকি$,,,,,$   আল্লাহ $তুই$ সবাইকে হেদায়াত দান $কর$$$  আমিন$$","তোমার বাবা $এক জন$ $ইসলাম বিরুধী$  লোক তার উপর তোমার এমন কথা$,,,,$ সাধারণ মানুষ যে তোমার ক্ষতি করেনি এর জন্য তুমি শুকরিয়া জানাও$,,,,$এটা একটা ইসলামিক রাষ্ট্র$$ এখানে কথা বলতে হলে অনেক চিন্তা করে বলবে কারণ আমরা সবাই আমাদের $ধর্ম কে$ এবং ধর্মের সমস্ত কথাকে বুকে ধারণ করে $বেছে$ থাকি$,,,,,$   আল্লাহ $তুই$ সবাইকে হেদায়াত দান $কর$  আমিন$$",True
8893,দুর্নীতি করলে শাস্তি পেতে $হবে-$ এটা দুদক নিশ্চিত করতে পারে নি$ আজও।,দুর্নীতি করলে শাস্তি পেতে $হবে-$ এটা দুদক নিশ্চিত করতে $পারে নি$ আজও।,True
8982,"আসলাম, $রাধে$ কে আজকাল কেমন জানি অন্য রকম মনে হয়$।","আসলাম, $রাধে$ কে আজকাল কেমন জানি অন্য রকম মনে হয়$।$",True
8991,"সিসি বলে, অবাক করলে, মেয়ে এত আছে$।","সিসি বলে, অবাক করলে, মেয়ে এত আছে$।$",True
8996,"পুরান ঢাকার নান্না $বিরয়ানী তে$ আসবেন$ $, সেখানে তারা মসজিদও$$ $,$ এটা একটা $নাম করা$ মসজিদ$$ সাথে আছে আরমানিটোলা হাই স্কুল $এন্ড$ কলেজ$$ আসেন দেখতে পারবেন$ $।","পুরান ঢাকার নান্না $বিরয়ানী তে$ আসবেন $,$ সেখানে তারা মসজিদও $,$ এটা একটা $নাম করা$ মসজিদ$$ সাথে আছে আরমানিটোলা হাই স্কুল এন্ড কলেজ আসেন দেখতে পারবেন $।$",True
