sentence,gt
"রাসূল সল্লাল্লাহু আলাইহি ওয়াসাল্লাম ইরশাদ করেছেন, যখন কোন জামাআত তাদের প্রয়োজন পূর্ণ করার আশায় আল্লাহর দরবারে হাত উঠায়, তখন আল্লাহর উপর হক হল প্রার্থিত বিষয় উক্ত জামাতকে প্রদান করা।","$রাসূল$ $সল্লাল্লাহু$ আলাইহি ওয়াসাল্লাম ইরশাদ করেছেন, যখন $কোন$ জামাআত তাদের প্রয়োজন পূর্ণ করার আশায় আল্লাহর দরবারে হাত উঠায়, তখন আল্লাহর উপর হক $হল$ প্রার্থিত বিষয় উক্ত জামাতকে প্রদান করা।"
"এইগুলা সবই নতুন, এগুলা আমার ভ্যাগ্না কিনে দিসে।","$এইগুলা$ সবই নতুন, $এগুলা$ আমার $ভ্যাগ্না$ কিনে $দিসে$।"
ধানক্ষেতের মাঝে এক কাকতাড়ুয়া পার্থক্য শুধু পোশাকে চোখে পরে দু একটা বাদামী রংগের বিশাল লেজওয়ালা দুষ্টু মিষ্টি কাঠবেড়ালী চকিতে রাস্তা পার হয়ে যাচ্ছে।,ধানক্ষেতের মাঝে এক কাকতাড়ুয়া$$ পার্থক্য শুধু পোশাকে$$ চোখে পরে $দু একটা$ বাদামী $রংগের$ বিশাল লেজওয়ালা দুষ্টু মিষ্টি কাঠবেড়ালী চকিতে রাস্তা পার হয়ে যাচ্ছে।
"বাসায় অষুধ ছিলো না, আব্বু ও সিলেটে, তামান্নার সামনে মেট্রিক, তাই একাই বেরিয়েছিলাম অষুধ নিতে।","বাসায় $অষুধ$ $ছিলো$ না, $আব্বু ও$ সিলেটে, তামান্নার সামনে মেট্রিক, তাই একাই বেরিয়েছিলাম $অষুধ$ নিতে।"
তোমার ঠোটের কোনে হাসিহৃদমাঝারে বাজায় বাশী।,তোমার $ঠোটের$ $কোনে$ $হাসিহৃদমাঝারে$ বাজায় $বাশী$।
সেই বাল্যকাল থেকেই তার অভিনয়ের প্রতি জোক ছিলো যা তার এলাকায় বেশ সুনাম ছিলো।,সেই বাল্যকাল থেকেই তার অভিনয়ের প্রতি $জোক$ $ছিলো$$$ যা তার এলাকায় বেশ সুনাম $ছিলো$।
"দেখিলে তুমি ফেলিয়া দেবে তা ঐ নদীতে, না হইলে কিছুই রইবেনা এই রাজত্বে।","$দেখিলে$ তুমি $ফেলিয়া$ দেবে তা ঐ নদীতে, না $হইলে$ কিছুই $রইবেনা$ এই রাজত্বে।"
"২.বাংলাদেশ - এই একটা খেলা হলে, সরকারী বিরোধী দল সবাই এক হয়ে যায়।","$২.$$বাংলাদেশ$ $-$ এই একটা খেলা হলে, $সরকারী বিরোধী$ দল সবাই এক হয়ে যায়।"
"সকলে ভাবিয়াছিল, এবার যুগল বিবাহ করিবে, বিবাহের জন্য ছাড়া অত কষ্টে টাকা জমায় কে?","$সকলে$ $ভাবিয়াছিল$, এবার যুগল বিবাহ $করিবে$, বিবাহের জন্য ছাড়া $অত$ কষ্টে টাকা জমায় কে?"
"মনুষ্যহস্ত দ্বারা যাহা কিছু কৃত হয়, তাহারই তো উপাদান-কারণ প্রয়োজন।","$মনুষ্যহস্ত$ দ্বারা $যাহা$ কিছু $কৃত$ হয়, $তাহারই$ তো উপাদান-কারণ প্রয়োজন।"
খুড়ির এইরূপ দূরভাব দেখিয়া মহেন্দ্র রাগ করিল এবং আশাও অভিমান করিয়া রহিল।,খুড়ির এইরূপ দূরভাব $দেখিয়া$ মহেন্দ্র রাগ $করিল$ এবং আশাও অভিমান $করিয়া$ $রহিল$।
