correct_sentence,matched_token
"ভালুকা থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মামুন অর রশিদ প্রথম আলোকে বলেন, গ্যাস সিলিন্ডার বিস্ফোরণে হতাহত ব্যক্তিদের ঢাকা মেডিকেল কলেজ হাসপাতালে নেওয়া হয়েছে।",মেডিকেল
"সাংবাদিকেরা যে সাহসের কাজ করলেন, সে জন্য তাঁদের ধন্যবাদ দেওয়া উচিত।",যে
নির্মাতা ও প্রযোজনা প্রতিষ্ঠান সূত্রে তেমনটাই জানা গেছে।,ও
তবে কি সেই ঘটনারই পুনরাবৃত্তি হলো এবার ত্রিপুরা রাজ্যের বিধানসভা নির্বাচনে!।,সেই
জন্মের প্রথম তিন বছর শিশুদের বিকাশ সবচেয়ে বেশি হয়।,তিন
"প্যাট কামিন্সের বলে গ্লেন ম্যাক্সওয়েলের দুর্দান্ত এক ক্যাচ হয়ে ৯২ রানে যখন আউট হলেন এউইন মরগান, দলের রান ২৩৮।",রান
যুক্তরাষ্ট্রের অনেক ক্রেতাপ্রতিষ্ঠান চীন থেকে তাদের ব্যবসা সরিয়ে নিয়ে আসছে।,চীন
গার্ডেন গেম নামের সাত পর্বের এই সিরিজ নির্মাণ করছেন তৌহিদ মিটুল।,গার্ডেন
গত অক্টোবর চীনের প্রেসিডেন্ট সি চিন পিং বাংলাদেশ সফরে এসেছিলেন।,গত
গতকাল বৃহস্পতিবার সন্ধ্যা ছয়টায় এ দুর্ঘটনা ঘটলেও রাত সাড়ে ১১টায় শেষ খবর পাওয়া পর্যন্ত জাহাজটি সেখান থেকে উদ্ধার করা যায়নি।,শেষ
এ জন্য এবার এসএসসি পরীক্ষার সময় বাড়তি নিরাপত্তা ব্যবস্থা নেওয়ার কথা জানিয়েছেন উপজেলা নির্বাহী কর্মকর্তা মোহাম্মদ উল্যাহ।,এবার
হিগুয়েইন ম্যাচে ছিলেন বেশ নিষ্প্রভ।,বেশ
কিন্তু এবার বিশ্বকাপে খেলার সঙ্গে তাঁর মাটিতে লুটিয়ে পড়ার কায়দাটাও নিয়ে চলছে সমালোচনা।,এবার
ঈদের পরেই ভ্রাম্যমাণ আদালতের মাধ্যমে এসব গেট অপসারণে প্রয়োজনীয় ব্যবস্থা নেওয়া হবে।,গেট
সে জন্য এক সপ্তাহ আগে দুই মেয়েকে নতুন জামা কিনে দেন চাইহ্লাগ্য মারমা।,সে
কিন্তু ক্যামেরুনে বোকো হারামের একের পর এক হামলা এই ইঙ্গিতই দিচ্ছে যে সংগঠনটি নিজেদের জাতীয় গণ্ডি পেরিয়ে আঞ্চলিক গণ্ডিতে যেতে আগ্রহী।,যে
এ ক্ষেত্রে সেভ দ্য চিলড্রেন ও ইউএসএইড আমাদের সহযোগিতা করেছে।,সেভ
